ParroquiaPARROQUIAPARROQUIA,Fecha de PagoMesMes,Tipo de PagoTipo de PagoTipo de Pago,Actividad ComercialDescripción ActividadDescripcion Nivel 1,MeasuresValores Pagados,Agregar columna2
18 DE OCTUBRE,jun-23,PAGO POR INTERNET,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",328.8,
18 DE OCTUBRE,jun-23,TARJETA DE CRÉDITO,VERIFICAR,100,
18 DE OCTUBRE,jul-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,jul-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,144.03,
18 DE OCTUBRE,jul-23,PAGO POR INTERNET,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",330.8,
18 DE OCTUBRE,jul-23,PAGO POR INTERNET,INDUSTRIAS MANUFACTURERAS.,27.94,
18 DE OCTUBRE,ago-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,ago-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,103.5,
18 DE OCTUBRE,ago-23,PAGO POR INTERNET,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",268.8,
18 DE OCTUBRE,ago-23,PAGO POR INTERNET,INDUSTRIAS MANUFACTURERAS.,62,
18 DE OCTUBRE,sep-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,sep-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,103.5,
18 DE OCTUBRE,sep-23,PAGO POR INTERNET,INDUSTRIAS MANUFACTURERAS.,30,
18 DE OCTUBRE,oct-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,oct-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,114.72,
18 DE OCTUBRE,oct-23,PAGO POR VENTANILLA BANCARIA,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",452.8,
18 DE OCTUBRE,nov-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,nov-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,246.9,
18 DE OCTUBRE,nov-23,PAGO POR VENTANILLA BANCARIA,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",537.6,
18 DE OCTUBRE,dic-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,dic-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,69.06,
18 DE OCTUBRE,dic-23,PAGO POR VENTANILLA BANCARIA,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",122,
18 DE OCTUBRE,dic-23,TARJETA DE CRÉDITO,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,635.49,
18 DE OCTUBRE,ene-24,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,ene-24,PAGO POR VENTANILLA BANCARIA,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",308.74,
18 DE OCTUBRE,feb-24,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,feb-24,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,23.31,
18 DE OCTUBRE,feb-24,PAGO POR VENTANILLA BANCARIA,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",537.6,
18 DE OCTUBRE,feb-24,TARJETA DE CRÉDITO,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,29,
18 DE OCTUBRE,mar-24,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,2856,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,151.27,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,34,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",298.64,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",2,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,INDUSTRIAS MANUFACTURERAS.,1.35,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,OTRAS ACTIVIDADES DE SERVICIOS.,6,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,SIN ACTIVIDAD ECONOMICA - CIIU,10,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,TRANSPORTE Y ALMACENAMIENTO.,3,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,VERIFICAR,20,
12 DE MARZO,ene-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,4696.85,
12 DE MARZO,ene-23,COMPENSACIONES,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.,598.26,
12 DE MARZO,ene-23,COMPENSACIONES,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.,286.56,
12 DE MARZO,ene-23,COMPENSACIONES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,1722.39,
12 DE MARZO,ene-23,COMPENSACIONES,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",1135.37,
12 DE MARZO,ene-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",1293.28,
12 DE MARZO,ene-23,COMPENSACIONES,"ARTES, ENTRETENIMIENTO Y RECREACIÓN.",286.56,
12 DE MARZO,ene-23,COMPENSACIONES,CONSTRUCCIÓN.,220.32,
12 DE MARZO,ene-23,COMPENSACIONES,ENSEÑANZA.,380.08,
12 DE MARZO,ene-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,3369.06,
12 DE MARZO,ene-23,COMPENSACIONES,INFORMACIÓN Y COMUNICACIÓN.,514.36,
12 DE MARZO,ene-23,COMPENSACIONES,OTRAS ACTIVIDADES DE SERVICIOS.,933.72,
12 DE MARZO,ene-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,2016.36,
12 DE MARZO,ene-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,980.64,
12 DE MARZO,ene-23,COMPENSACIONES,VERIFICAR,3021.42,
12 DE MARZO,ene-23,PAGO POR INTERNET,ACTIVIDADES INMOBILIARIAS.,257.18,
12 DE MARZO,ene-23,PAGO POR VENTANILLA BANCARIA,SIN ACTIVIDAD ECONOMICA - CIIU,30.75,
12 DE MARZO,feb-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,55.5,
12 DE MARZO,feb-23,PAGO POR VENTANILLA BANCARIA,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
12 DE MARZO,mar-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
12 DE MARZO,mar-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,49.5,
12 DE MARZO,mar-23,PAGO POR INTERNET,VERIFICAR,62,
12 DE MARZO,mar-23,PAGO POR VENTANILLA BANCARIA,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
12 DE MARZO,mar-23,TARJETA DE CRÉDITO,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,80.25,
12 DE MARZO,mar-23,TARJETA DE CRÉDITO,TRANSPORTE Y ALMACENAMIENTO.,80.25,
12 DE MARZO,abr-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,90.6,
12 DE MARZO,abr-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,129.75,
12 DE MARZO,abr-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,24.75,
12 DE MARZO,abr-23,COMPENSACIONES,VERIFICAR,57.01,
12 DE MARZO,abr-23,PAGO POR VENTANILLA BANCARIA,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
12 DE MARZO,abr-23,TARJETA DE CRÉDITO,VERIFICAR,80.25,
12 DE MARZO,may-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,111.75,
12 DE MARZO,may-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,49.5,
12 DE MARZO,may-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,129.75,
12 DE MARZO,may-23,COMPENSACIONES,VERIFICAR,105,
12 DE MARZO,may-23,PAGO POR INTERNET,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,100.5,
12 DE MARZO,may-23,PAGO POR INTERNET,INDUSTRIAS MANUFACTURERAS.,50,
12 DE MARZO,may-23,PAGO POR INTERNET,SIN ACTIVIDAD ECONOMICA - CIIU,24.68,
12 DE MARZO,jun-23,CHEQUE,SIN ACTIVIDAD ECONOMICA - CIIU,41,
12 DE MARZO,jun-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,15.3,
12 DE MARZO,jun-23,COMPENSACIONES,ACTIVIDADES INMOBILIARIAS.,154.5,
12 DE MARZO,jun-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,113.05,
12 DE MARZO,jun-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,49.5,
12 DE MARZO,jun-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,179.25,
12 DE MARZO,jun-23,COMPENSACIONES,VERIFICAR,306.63,
12 DE MARZO,jul-23,COMPENSACIONES,ACTIVIDADES INMOBILIARIAS.,24.75,
12 DE MARZO,jul-23,COMPENSACIONES,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",179.25,
12 DE MARZO,jul-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,42.3,
12 DE MARZO,jul-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,49.5,
12 DE MARZO,jul-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,49.5,
12 DE MARZO,jul-23,COMPENSACIONES,VERIFICAR,204,
12 DE MARZO,jul-23,TARJETA DE CRÉDITO,ENSEÑANZA.,114,
12 DE MARZO,ago-23,COMPENSACIONES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,76.14,
12 DE MARZO,ago-23,COMPENSACIONES,ACTIVIDADES INMOBILIARIAS.,24.75,
12 DE MARZO,ago-23,COMPENSACIONES,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",20.41,
12 DE MARZO,ago-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,71.68,
12 DE MARZO,ago-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,49.5,
12 DE MARZO,ago-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,49.5,
12 DE MARZO,ago-23,COMPENSACIONES,VERIFICAR,451.82,
12 DE MARZO,ago-23,PAGO POR INTERNET,ENSEÑANZA.,19,
12 DE MARZO,ago-23,PAGO POR INTERNET,INDUSTRIAS MANUFACTURERAS.,40,
12 DE MARZO,ago-23,PAGO POR INTERNET,SIN ACTIVIDAD ECONOMICA - CIIU,74.32,
12 DE MARZO,ago-23,TARJETA DE CRÉDITO,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,204,
12 DE MARZO,sep-23,COMPENSACIONES,ACTIVIDADES INMOBILIARIAS.,24.75,
12 DE MARZO,sep-23,COMPENSACIONES,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",228.75,
12 DE MARZO,sep-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,42.3,
12 DE MARZO,sep-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,49.5,
12 DE MARZO,sep-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,49.5,
12 DE MARZO,sep-23,COMPENSACIONES,VERIFICAR,49.5,
12 DE MARZO,sep-23,PAGO POR VENTANILLA BANCARIA,VERIFICAR,24.9,
12 DE MARZO,oct-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,75.6,
12 DE MARZO,oct-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,193.04,
12 DE MARZO,oct-23,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,24.75,
12 DE MARZO,nov-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,39.92,
12 DE MARZO,nov-23,COMPENSACIONES,OTRAS ACTIVIDADES DE SERVICIOS.,49.5,
12 DE MARZO,nov-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,47.18,
12 DE MARZO,nov-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,49.5,
12 DE MARZO,nov-23,COMPENSACIONES,VERIFICAR,182.83,
12 DE MARZO,nov-23,TARJETA DE CRÉDITO,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,278.25,
12 DE MARZO,dic-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,267.5,
12 DE MARZO,dic-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,9.68,
12 DE MARZO,dic-23,PAGO POR VENTANILLA BANCARIA,VERIFICAR,124,
12 DE MARZO,ene-24,COMPENSACIONES,VERIFICAR,148.65,
12 DE MARZO,ene-24,PAGO POR VENTANILLA BANCARIA,ENSEÑANZA.,95,
12 DE MARZO,feb-24,PAGO POR VENTANILLA BANCARIA,ENSEÑANZA.,19,
12 DE MARZO,mar-24,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,19.32,
12 DE MARZO,mar-24,TARJETA DE CRÉDITO,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,276.75,
ANDRES DE VERA,ene-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,197.61,
ANDRES DE VERA,ene-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,ene-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,378.32,
ANDRES DE VERA,ene-23,COMPENSACIONES,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,1856.27,
ANDRES DE VERA,ene-23,COMPENSACIONES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,286.56,
ANDRES DE VERA,ene-23,COMPENSACIONES,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",842.23,
ANDRES DE VERA,ene-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",668.97,
ANDRES DE VERA,ene-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,179.97,
ANDRES DE VERA,ene-23,COMPENSACIONES,VERIFICAR,133.56,
ANDRES DE VERA,ene-23,PAGO POR INTERNET,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,138.28,
ANDRES DE VERA,ene-23,PAGO POR INTERNET,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,88.92,
ANDRES DE VERA,ene-23,PAGO POR INTERNET,ACTIVIDADES INMOBILIARIAS.,111.59,
ANDRES DE VERA,ene-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,feb-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,351,
ANDRES DE VERA,feb-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,feb-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,378.32,
ANDRES DE VERA,feb-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,feb-23,TARJETA DE CRÉDITO,ACTIVIDADES INMOBILIARIAS.,111.59,
ANDRES DE VERA,mar-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,197.61,
ANDRES DE VERA,mar-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,mar-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,378.32,
ANDRES DE VERA,mar-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",80.25,
ANDRES DE VERA,mar-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,49.5,
ANDRES DE VERA,mar-23,COMPENSACIONES,TRANSPORTE Y ALMACENAMIENTO.,98.83,
ANDRES DE VERA,mar-23,PAGO POR INTERNET,ACTIVIDADES INMOBILIARIAS.,111.59,
ANDRES DE VERA,mar-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,239.64,
ANDRES DE VERA,abr-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,657.78,
ANDRES DE VERA,abr-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,abr-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",129.75,
ANDRES DE VERA,abr-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,74.25,
ANDRES DE VERA,abr-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
ANDRES DE VERA,abr-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,may-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,153.39,
ANDRES DE VERA,may-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,may-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,4098.03,
ANDRES DE VERA,may-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",49.5,
ANDRES DE VERA,may-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,24.75,
ANDRES DE VERA,may-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
ANDRES DE VERA,may-23,PAGO POR INTERNET,ACTIVIDADES INMOBILIARIAS.,223.18,
ANDRES DE VERA,may-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,jun-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,351,
ANDRES DE VERA,jun-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,jun-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,1078.96,
ANDRES DE VERA,jun-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",49.5,
ANDRES DE VERA,jun-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,24.75,
ANDRES DE VERA,jun-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
ANDRES DE VERA,jun-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,jun-23,PAGO POR INTERNET,VERIFICAR,73.38,
ANDRES DE VERA,jul-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,197.61,
ANDRES DE VERA,jul-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,jul-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,958.44,
ANDRES DE VERA,jul-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",25.25,
ANDRES DE VERA,jul-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,24.75,
ANDRES DE VERA,jul-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
ANDRES DE VERA,jul-23,PAGO POR INTERNET,ACTIVIDADES INMOBILIARIAS.,223.18,
ANDRES DE VERA,jul-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,ago-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,504.39,
ANDRES DE VERA,ago-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,1626.79,
ANDRES DE VERA,ago-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",24.75,
ANDRES DE VERA,ago-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,24.75,
ANDRES DE VERA,ago-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
ANDRES DE VERA,ago-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,sep-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,197.61,
ANDRES DE VERA,sep-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,sep-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,958.44,
ANDRES DE VERA,sep-23,COMPENSACIONES,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",7.28,
ANDRES DE VERA,sep-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,24.75,
ANDRES DE VERA,sep-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
ANDRES DE VERA,sep-23,PAGO POR INTERNET,ACTIVIDADES INMOBILIARIAS.,223.18,
ANDRES DE VERA,sep-23,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,150.86,
ANDRES DE VERA,oct-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,504.39,
ANDRES DE VERA,oct-23,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,oct-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,1538.5,
ANDRES DE VERA,oct-23,TARJETA DE CRÉDITO,INDUSTRIAS MANUFACTURERAS.,310.8,
ANDRES DE VERA,nov-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,379.38,
ANDRES DE VERA,nov-23,CHEQUE,POR MIGRAR,771.59,
ANDRES DE VERA,nov-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,1099.15,
ANDRES DE VERA,nov-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,49.5,
ANDRES DE VERA,nov-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,49.5,
ANDRES DE VERA,nov-23,PAGO POR VENTANILLA BANCARIA,INDUSTRIAS MANUFACTURERAS.,82.81,
ANDRES DE VERA,nov-23,PAGO POR VENTANILLA BANCARIA,TRANSPORTE Y ALMACENAMIENTO.,354.74,
ANDRES DE VERA,dic-23,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,380.97,
ANDRES DE VERA,dic-23,CHEQUE,POR MIGRAR,698.79,
ANDRES DE VERA,dic-23,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,952.58,
ANDRES DE VERA,dic-23,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,24.75,
ANDRES DE VERA,dic-23,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,24.75,
ANDRES DE VERA,dic-23,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES INMOBILIARIAS.,223.18,
ANDRES DE VERA,dic-23,TARJETA DE CRÉDITO,ACTIVIDADES INMOBILIARIAS.,50.04,
ANDRES DE VERA,ene-24,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,457.27,
ANDRES DE VERA,ene-24,CHEQUE,POR MIGRAR,827.87,
ANDRES DE VERA,ene-24,COMPENSACIONES,INDUSTRIAS MANUFACTURERAS.,14.31,
ANDRES DE VERA,ene-24,COMPENSACIONES,SIN ACTIVIDAD ECONOMICA - CIIU,14.31,
ANDRES DE VERA,ene-24,PAGO POR INTERNET,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,35.37,
ANDRES DE VERA,ene-24,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,116.76,
ANDRES DE VERA,ene-24,PAGO POR VENTANILLA BANCARIA,TRANSPORTE Y ALMACENAMIENTO.,341.3,
ANDRES DE VERA,ene-24,TARJETA DE CRÉDITO,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,63.1,
ANDRES DE VERA,ene-24,TARJETA DE CRÉDITO,ACTIVIDADES INMOBILIARIAS.,111.59,
ANDRES DE VERA,ene-24,TARJETA DE CRÉDITO,INDUSTRIAS MANUFACTURERAS.,1905.52,
ANDRES DE VERA,ene-24,TARJETA DE CRÉDITO,OTRAS ACTIVIDADES DE SERVICIOS.,6.68,
ANDRES DE VERA,feb-24,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,338.69,
ANDRES DE VERA,feb-24,CHEQUE,POR MIGRAR,480.43,
ANDRES DE VERA,feb-24,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,1693.49,
ANDRES DE VERA,feb-24,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,61.28,
ANDRES DE VERA,feb-24,PAGO POR VENTANILLA BANCARIA,TRANSPORTE Y ALMACENAMIENTO.,186.8,
ANDRES DE VERA,feb-24,TARJETA DE CRÉDITO,ACTIVIDADES INMOBILIARIAS.,142.21,
ANDRES DE VERA,mar-24,CHEQUE,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,390.91,
ANDRES DE VERA,mar-24,CHEQUE,POR MIGRAR,896.01,
ANDRES DE VERA,mar-24,CHEQUE,TRANSPORTE Y ALMACENAMIENTO.,1551.45,
ANDRES DE VERA,mar-24,PAGO POR INTERNET,TRANSPORTE Y ALMACENAMIENTO.,207.4,
ANDRES DE VERA,mar-24,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,10,
ANDRES DE VERA,mar-24,PAGO POR VENTANILLA BANCARIA,ACTIVIDADES INMOBILIARIAS.,135.77,
ANDRES DE VERA,mar-24,PAGO POR VENTANILLA BANCARIA,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",5,
ANDRES DE VERA,mar-24,PAGO POR VENTANILLA BANCARIA,TRANSPORTE Y ALMACENAMIENTO.,547.32,
12 DE MARZO,ene-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,128402.5484,
